Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway MPG,City MPG,Popularity,MSRP,Total MPG,Price per HP
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,cargo van,16,12,5657,32760,14.0,128
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,midsize,cargo van,16,13,5657,30060,14.5,134
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,large,cargo van,16,13,5657,31420,14.5,140
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,large,cargo van,16,12,5657,33660,14.0,132
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,large,cargo van,16,13,5657,29815,14.5,133
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,16,13,5657,28760,14.5,128
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,34320,13.0,135
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,35620,13.0,140
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,34160,13.0,134
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,16,13,5657,31200,14.5,139
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,31855,13.0,125
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,35245,13.0,138
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,36545,13.0,143
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,32785,13.0,129
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,35085,13.0,138
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,16,13,5657,29455,14.5,131
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,16,13,5657,31900,14.5,142
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,16,13,5657,32675,14.5,145
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,37320,13.0,146
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,36020,13.0,141
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,35860,13.0,141
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,15,11,5657,33560,13.0,132
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),225,8,automatic,rear wheel drive,3,flex fuel,midsize,passenger van,16,13,5657,30230,14.5,134
Mercedes-Benz,E55 AMG,1999,regular unleaded,349,8,automatic,rear wheel drive,4,"factory tuner,luxury,performance",midsize,sedan,21,15,617,5878,18.0,17
Mercedes-Benz,E55 AMG,2000,regular unleaded,349,8,automatic,rear wheel drive,4,"factory tuner,luxury,performance",midsize,sedan,21,15,617,6120,18.0,18
Toyota,ECHO,2003,regular unleaded,108,4,manual,front wheel drive,4,unspecified,compact,sedan,38,30,2031,10775,34.0,100
Toyota,ECHO,2003,regular unleaded,108,4,automatic,front wheel drive,4,unspecified,compact,sedan,36,28,2031,11575,32.0,107
Toyota,ECHO,2003,regular unleaded,108,4,manual,front wheel drive,2,unspecified,compact,coupe,38,30,2031,10245,34.0,95
Toyota,ECHO,2003,regular unleaded,108,4,automatic,front wheel drive,2,unspecified,compact,coupe,36,28,2031,11045,32.0,102
Toyota,ECHO,2004,regular unleaded,108,4,manual,front wheel drive,4,unspecified,compact,sedan,38,30,2031,10885,34.0,101
Toyota,ECHO,2004,regular unleaded,108,4,automatic,front wheel drive,4,unspecified,compact,sedan,36,28,2031,11685,32.0,108
Toyota,ECHO,2004,regular unleaded,108,4,automatic,front wheel drive,2,unspecified,compact,coupe,36,28,2031,11155,32.0,103
Toyota,ECHO,2004,regular unleaded,108,4,manual,front wheel drive,2,unspecified,compact,coupe,38,30,2031,10355,34.0,96
Toyota,ECHO,2005,regular unleaded,108,4,manual,front wheel drive,4,unspecified,compact,sedan,38,30,2031,10985,34.0,102
Toyota,ECHO,2005,regular unleaded,108,4,automatic,front wheel drive,2,unspecified,compact,coupe,36,28,2031,11255,32.0,104
Toyota,ECHO,2005,regular unleaded,108,4,automatic,front wheel drive,4,unspecified,compact,sedan,36,28,2031,11785,32.0,109
Toyota,ECHO,2005,regular unleaded,108,4,manual,front wheel drive,2,unspecified,compact,coupe,38,30,2031,10455,34.0,97
Mitsubishi,Eclipse Spyder,2010,regular unleaded,162,4,automatic,front wheel drive,2,unspecified,compact,convertible,26,19,436,27799,22.5,172
Mitsubishi,Eclipse Spyder,2010,premium unleaded (recommended),265,6,automatic,front wheel drive,2,performance,compact,convertible,24,16,436,32599,20.0,123
Mitsubishi,Eclipse Spyder,2011,premium unleaded (recommended),265,6,automatic,front wheel drive,2,performance,compact,convertible,24,16,436,32599,20.0,123
Mitsubishi,Eclipse Spyder,2011,regular unleaded,162,4,automatic,front wheel drive,2,crossover,compact,convertible,27,20,436,27999,23.5,173
Mitsubishi,Eclipse Spyder,2012,regular unleaded,162,4,automatic,front wheel drive,2,crossover,compact,convertible,27,20,436,28299,23.5,175
Mitsubishi,Eclipse Spyder,2012,premium unleaded (recommended),265,6,automatic,front wheel drive,2,performance,compact,convertible,24,16,436,32599,20.0,123
Mitsubishi,Eclipse Spyder,2012,regular unleaded,162,4,automatic,front wheel drive,2,crossover,compact,convertible,27,20,436,27999,23.5,173
Mitsubishi,Eclipse,2010,regular unleaded,162,4,automatic,front wheel drive,2,hatchback,compact,2dr hatchback,27,20,436,24699,23.5,152
Mitsubishi,Eclipse,2010,regular unleaded,162,4,manual,front wheel drive,2,hatchback,compact,2dr hatchback,28,20,436,20699,24.0,128
Mitsubishi,Eclipse,2010,premium unleaded (recommended),265,6,automatic,front wheel drive,2,"hatchback,performance",compact,2dr hatchback,24,16,436,29089,20.0,110
Mitsubishi,Eclipse,2010,regular unleaded,162,4,automatic,front wheel drive,2,hatchback,compact,2dr hatchback,27,20,436,21699,23.5,134
Mitsubishi,Eclipse,2010,premium unleaded (recommended),265,6,manual,front wheel drive,2,"hatchback,performance",compact,2dr hatchback,25,16,436,28089,20.5,106
Mitsubishi,Eclipse,2011,regular unleaded,162,4,automatic,front wheel drive,2,hatchback,compact,2dr hatchback,28,20,436,24699,24.0,152
Mitsubishi,Eclipse,2011,regular unleaded,162,4,automatic,front wheel drive,2,hatchback,compact,2dr hatchback,28,20,436,19999,24.0,123
Mitsubishi,Eclipse,2011,regular unleaded,162,4,manual,front wheel drive,2,hatchback,compact,2dr hatchback,28,20,436,18999,24.0,117
Mitsubishi,Eclipse,2011,premium unleaded (recommended),265,6,automatic,front wheel drive,2,"hatchback,performance",compact,2dr hatchback,25,17,436,29089,21.0,110
Mitsubishi,Eclipse,2012,regular unleaded,162,4,manual,front wheel drive,2,hatchback,compact,2dr hatchback,28,20,436,19499,24.0,120
Mitsubishi,Eclipse,2012,regular unleaded,162,4,automatic,front wheel drive,2,hatchback,compact,2dr hatchback,28,20,436,20499,24.0,127
Mitsubishi,Eclipse,2012,regular unleaded,162,4,automatic,front wheel drive,2,hatchback,compact,2dr hatchback,28,20,436,24699,24.0,152
Mitsubishi,Eclipse,2012,premium unleaded (recommended),265,6,automatic,front wheel drive,2,"hatchback,performance",compact,2dr hatchback,25,17,436,29089,21.0,110
Ford,Edge,2015,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,28,20,5657,30095,24.0,123
Ford,Edge,2015,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,28,20,5657,33495,24.0,137
Ford,Edge,2015,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,30,20,5657,28100,25.0,115
Ford,Edge,2015,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,30,20,5657,31500,25.0,129
Ford,Edge,2015,regular unleaded,315,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,24,17,5657,40095,20.5,127
Ford,Edge,2015,regular unleaded,315,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,27,18,5657,38100,22.5,121
Ford,Edge,2015,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,28,20,5657,37595,24.0,153
Ford,Edge,2015,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,30,20,5657,35600,25.0,145
Ford,Edge,2016,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,30,20,5657,28700,25.0,117
Ford,Edge,2016,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,28,20,5657,30695,24.0,125
Ford,Edge,2016,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,30,20,5657,31790,25.0,130
Ford,Edge,2016,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,28,20,5657,37595,24.0,153
Ford,Edge,2016,regular unleaded,315,6,automatic,all wheel drive,4,"crossover,performance",midsize,4dr suv,24,17,5657,40900,20.5,130
Ford,Edge,2016,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,28,20,5657,33785,24.0,138
Ford,Edge,2016,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,30,20,5657,35600,25.0,145
Ford,Edge,2017,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,29,21,5657,28950,25.0,118
Ford,Edge,2017,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,27,20,5657,37595,23.5,153
Ford,Edge,2017,regular unleaded,315,6,automatic,all wheel drive,4,"crossover,performance",midsize,4dr suv,24,17,5657,40900,20.5,130
Ford,Edge,2017,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,27,20,5657,30945,23.5,126
Ford,Edge,2017,premium unleaded (recommended),245,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,27,20,5657,33785,23.5,138
Ford,Edge,2017,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,29,20,5657,31790,24.5,130
Ford,Edge,2017,premium unleaded (recommended),245,4,automatic,front wheel drive,4,crossover,midsize,4dr suv,29,20,5657,35600,24.5,145
Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,205,6,automatic,front wheel drive,4,luxury,large,sedan,26,17,26,2000,21.5,10
Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,225,6,automatic,front wheel drive,4,luxury,large,sedan,26,17,26,2000,21.5,9
Oldsmobile,Eighty-Eight,1997,regular unleaded,205,6,automatic,front wheel drive,4,luxury,large,sedan,26,17,26,2000,21.5,10
Oldsmobile,Eighty-Eight,1998,regular unleaded,205,6,automatic,front wheel drive,4,luxury,large,sedan,27,17,26,2000,22.0,10
Oldsmobile,Eighty-Eight,1998,regular unleaded,205,6,automatic,front wheel drive,4,"diesel,luxury",large,sedan,27,17,26,2098,22.0,10
Oldsmobile,Eighty-Eight,1999,regular unleaded,205,6,automatic,front wheel drive,4,unspecified,large,sedan,27,17,26,2210,22.0,11
Oldsmobile,Eighty-Eight,1999,regular unleaded,205,6,automatic,front wheel drive,4,unspecified,large,sedan,27,17,26,2107,22.0,10
Oldsmobile,Eighty-Eight,1999,regular unleaded,205,6,automatic,front wheel drive,4,unspecified,large,sedan,27,17,26,2320,22.0,11
Hyundai,Elantra Coupe,2013,regular unleaded,145,4,automatic,front wheel drive,2,hatchback,compact,coupe,37,27,1439,18595,32.0,128
Hyundai,Elantra Coupe,2013,regular unleaded,148,4,automatic,front wheel drive,2,hatchback,compact,coupe,37,27,1439,18595,32.0,126
Hyundai,Elantra Coupe,2013,regular unleaded,148,4,manual,front wheel drive,2,hatchback,compact,coupe,38,28,1439,19895,33.0,134
Hyundai,Elantra Coupe,2013,regular unleaded,145,4,automatic,front wheel drive,2,unspecified,compact,coupe,37,27,1439,20895,32.0,144
Hyundai,Elantra Coupe,2013,regular unleaded,148,4,automatic,front wheel drive,2,unspecified,compact,coupe,37,27,1439,20895,32.0,141
Hyundai,Elantra Coupe,2013,regular unleaded,148,4,manual,front wheel drive,2,unspecified,compact,coupe,38,28,1439,17595,33.0,119
Hyundai,Elantra Coupe,2014,regular unleaded,166,4,automatic,front wheel drive,2,unspecified,compact,coupe,34,24,1439,19600,29.0,118
Hyundai,Elantra Coupe,2014,regular unleaded,173,4,automatic,front wheel drive,2,unspecified,compact,coupe,34,24,1439,19600,29.0,113
Hyundai,Elantra GT,2015,regular unleaded,173,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,33,24,1439,19800,28.5,114
Hyundai,Elantra GT,2015,regular unleaded,173,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,34,24,1439,18800,29.0,109
Hyundai,Elantra GT,2016,regular unleaded,173,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,33,24,1439,18800,28.5,109
Hyundai,Elantra GT,2016,regular unleaded,173,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,33,24,1439,19800,28.5,114
Hyundai,Elantra GT,2017,regular unleaded,173,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,32,24,1439,18800,28.0,109
Hyundai,Elantra GT,2017,regular unleaded,173,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,32,24,1439,19800,28.0,114
Hyundai,Elantra Touring,2010,regular unleaded,138,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,30,23,1439,17195,26.5,125
Hyundai,Elantra Touring,2010,regular unleaded,138,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,30,23,1439,19795,26.5,143
Hyundai,Elantra Touring,2010,regular unleaded,138,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,31,23,1439,15995,27.0,116
Hyundai,Elantra Touring,2010,regular unleaded,138,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,31,23,1439,18995,27.0,138
Hyundai,Elantra Touring,2011,regular unleaded,138,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,31,23,1439,15995,27.0,116
Hyundai,Elantra Touring,2011,regular unleaded,138,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,31,23,1439,19495,27.0,141
Hyundai,Elantra Touring,2011,regular unleaded,138,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,30,23,1439,17195,26.5,125
Hyundai,Elantra Touring,2011,regular unleaded,138,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,30,23,1439,20295,26.5,147
Hyundai,Elantra Touring,2012,regular unleaded,138,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,30,23,1439,17195,26.5,125
Hyundai,Elantra Touring,2012,regular unleaded,138,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,31,23,1439,15995,27.0,116
Hyundai,Elantra Touring,2012,regular unleaded,138,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,31,23,1439,19495,27.0,141
Hyundai,Elantra Touring,2012,regular unleaded,138,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,30,23,1439,20295,26.5,147
Hyundai,Elantra,2015,regular unleaded,173,4,automatic,front wheel drive,4,"hatchback,performance",compact,sedan,35,24,1439,22600,29.5,131
Hyundai,Elantra,2015,regular unleaded,145,4,automatic,front wheel drive,4,crossover,compact,sedan,37,27,1439,21700,32.0,150
Hyundai,Elantra,2015,regular unleaded,145,4,automatic,front wheel drive,4,unspecified,compact,sedan,38,28,1439,18250,33.0,126
Hyundai,Elantra,2015,regular unleaded,145,4,manual,front wheel drive,4,unspecified,compact,sedan,37,27,1439,17250,32.0,119
Hyundai,Elantra,2015,regular unleaded,166,4,automatic,front wheel drive,4,"hatchback,performance",compact,sedan,35,24,1439,22600,29.5,136
Hyundai,Elantra,2015,regular unleaded,173,4,manual,front wheel drive,4,"hatchback,performance",compact,sedan,34,24,1439,21600,29.0,125
Hyundai,Elantra,2016,regular unleaded,173,4,automatic,front wheel drive,4,performance,compact,sedan,35,24,1439,21250,29.5,123
Hyundai,Elantra,2016,regular unleaded,145,4,automatic,front wheel drive,4,unspecified,compact,sedan,38,28,1439,18250,33.0,126
Hyundai,Elantra,2016,regular unleaded,166,4,automatic,front wheel drive,4,performance,compact,sedan,35,24,1439,21250,29.5,128
Hyundai,Elantra,2016,regular unleaded,145,4,automatic,front wheel drive,4,crossover,compact,sedan,37,27,1439,21700,32.0,150
Hyundai,Elantra,2016,regular unleaded,173,4,manual,front wheel drive,4,performance,compact,sedan,34,24,1439,20250,29.0,117
Hyundai,Elantra,2016,regular unleaded,145,4,manual,front wheel drive,4,unspecified,compact,sedan,37,27,1439,17250,32.0,119
Hyundai,Elantra,2016,regular unleaded,145,4,automatic,front wheel drive,4,hatchback,compact,sedan,38,28,1439,19700,33.0,136
Hyundai,Elantra,2017,regular unleaded,147,4,automatic,front wheel drive,4,unspecified,compact,sedan,38,29,1439,18150,33.5,123
Hyundai,Elantra,2017,regular unleaded,147,4,automatic,front wheel drive,4,unspecified,compact,sedan,37,28,1439,22350,32.5,152
Hyundai,Elantra,2017,regular unleaded,128,4,automated_manual,front wheel drive,4,unspecified,compact,sedan,40,32,1439,20650,36.0,161
Hyundai,Elantra,2017,regular unleaded,147,4,manual,front wheel drive,4,unspecified,compact,sedan,36,26,1439,17150,31.0,117
Hyundai,Elantra,2017,regular unleaded,201,4,automated_manual,front wheel drive,4,unspecified,compact,sedan,33,26,1439,22750,29.5,113
Hyundai,Elantra,2017,regular unleaded,201,4,manual,front wheel drive,4,crossover,compact,sedan,30,22,1439,21650,26.0,108
Hyundai,Elantra,2017,regular unleaded,147,4,automatic,front wheel drive,4,"crossover,hatchback",compact,sedan,38,29,1439,20250,33.5,138
Cadillac,Eldorado,2000,regular unleaded,275,8,automatic,front wheel drive,2,luxury,large,coupe,25,15,1624,2905,20.0,11
Cadillac,Eldorado,2000,regular unleaded,300,8,automatic,front wheel drive,2,luxury,large,coupe,25,15,1624,3257,20.0,11
Cadillac,Eldorado,2001,regular unleaded,300,8,automatic,front wheel drive,2,luxury,large,coupe,25,15,1624,44011,20.0,147
Cadillac,Eldorado,2001,regular unleaded,275,8,automatic,front wheel drive,2,luxury,large,coupe,25,15,1624,40436,20.0,147
Cadillac,Eldorado,2002,regular unleaded,300,8,automatic,front wheel drive,2,luxury,large,coupe,25,16,1624,47660,20.5,159
Cadillac,Eldorado,2002,regular unleaded,300,8,automatic,front wheel drive,2,luxury,large,coupe,25,16,1624,45265,20.5,151
Cadillac,Eldorado,2002,regular unleaded,275,8,automatic,front wheel drive,2,luxury,large,coupe,25,16,1624,42130,20.5,153
Honda,Element,2009,regular unleaded,166,4,manual,all wheel drive,4,crossover,compact,4dr suv,23,18,2202,22785,20.5,137
Honda,Element,2009,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,25770,22.5,155
Honda,Element,2009,regular unleaded,166,4,manual,front wheel drive,4,crossover,compact,4dr suv,23,18,2202,23270,20.5,140
Honda,Element,2009,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,23585,21.5,142
Honda,Element,2009,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,20275,22.5,122
Honda,Element,2009,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,24085,22.5,145
Honda,Element,2009,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,25285,21.5,152
Honda,Element,2009,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,21475,21.5,129
Honda,Element,2009,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,24070,22.5,145
Honda,Element,2009,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,22385,22.5,135
Honda,Element,2010,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,23885,21.5,144
Honda,Element,2010,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,22635,22.5,136
Honda,Element,2010,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,24335,22.5,147
Honda,Element,2010,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,25585,21.5,154
Honda,Element,2010,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,20525,22.5,124
Honda,Element,2010,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,21775,21.5,131
Honda,Element,2010,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,24320,22.5,147
Honda,Element,2011,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,24185,21.5,146
Honda,Element,2011,regular unleaded,166,4,automatic,all wheel drive,4,crossover,compact,4dr suv,24,19,2202,22075,21.5,133
Honda,Element,2011,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,20825,22.5,125
Honda,Element,2011,regular unleaded,166,4,automatic,front wheel drive,4,crossover,compact,4dr suv,25,20,2202,22935,22.5,138
Lotus,Elise,2009,premium unleaded (required),189,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,27,21,613,43995,24.0,233
Lotus,Elise,2009,premium unleaded (required),218,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,26,20,613,54990,23.0,252
Lotus,Elise,2009,premium unleaded (required),189,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,27,21,613,47250,24.0,250
Lotus,Elise,2010,premium unleaded (required),189,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,27,21,613,47250,24.0,250
Lotus,Elise,2010,premium unleaded (required),218,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,26,20,613,54990,23.0,252
Lotus,Elise,2011,premium unleaded (required),189,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,27,21,613,51845,24.0,274
Lotus,Elise,2011,premium unleaded (required),217,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,26,20,613,54990,23.0,253
Lotus,Elise,2011,premium unleaded (required),217,4,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,26,20,613,57950,23.0,267
Buick,Enclave,2015,regular unleaded,288,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,22,16,155,49305,19.0,171
Buick,Enclave,2015,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,24,17,155,39050,20.5,136
Buick,Enclave,2015,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,24,17,155,43450,20.5,151
Buick,Enclave,2015,regular unleaded,288,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,22,16,155,45450,19.0,158
Buick,Enclave,2015,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,24,17,155,47305,20.5,164
Buick,Enclave,2016,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,22,15,155,43660,18.5,152
Buick,Enclave,2016,regular unleaded,288,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,22,15,155,49515,18.5,172
Buick,Enclave,2016,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,22,15,155,39065,18.5,136
Buick,Enclave,2016,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,22,15,155,47515,18.5,165
Buick,Enclave,2016,regular unleaded,288,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,22,15,155,45660,18.5,159
Buick,Enclave,2017,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,22,15,155,39065,18.5,136
Buick,Enclave,2017,regular unleaded,288,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,22,15,155,45765,18.5,159
Buick,Enclave,2017,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,22,15,155,47625,18.5,165
Buick,Enclave,2017,regular unleaded,288,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,22,15,155,43765,18.5,152
Buick,Enclave,2017,regular unleaded,288,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,22,15,155,49625,18.5,172
Buick,Encore,2015,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,29450,26.5,213
Buick,Encore,2015,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,27655,26.5,200
Buick,Encore,2015,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,25565,26.5,185
Buick,Encore,2015,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,29435,29.0,213
Buick,Encore,2015,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,27950,29.0,203
Buick,Encore,2015,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,24065,29.0,174
Buick,Encore,2015,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,26155,29.0,190
Buick,Encore,2015,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,30935,26.5,224
Buick,Encore,2016,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,31285,26.5,227
Buick,Encore,2016,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,25565,26.5,185
Buick,Encore,2016,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,28300,29.0,205
Buick,Encore,2016,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,29785,29.0,216
Buick,Encore,2016,regular unleaded,153,4,automatic,all wheel drive,4,crossover,compact,4dr suv,32,26,155,28850,29.0,189
Buick,Encore,2016,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,24065,29.0,174
Buick,Encore,2016,regular unleaded,153,4,automatic,front wheel drive,4,crossover,compact,4dr suv,34,28,155,27350,31.0,179
Buick,Encore,2016,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,29800,26.5,216
